transaction_id,customer_id,transaction_timestamp,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,card_number,store_id,store_city,order_status,ingestion_timestamp,pipeline_run_id,amount_bucket
TXN006573,CUST0622,2025-02-08 20:21:11,P011,Rice,Grocery,4,128,512,Debit Card,*************49.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006574,CUST0622,2025-12-17 09:12:10,P023,Yoga Mat,Sports,1,1292,1292,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006575,CUST0622,2024-09-20 11:28:35,P015,Tea,Grocery,4,617,2468,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006576,CUST0622,2026-03-20 06:43:16,P010,Sneakers,Clothing,2,3208,6416,UPI,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34,High
TXN006577,CUST0622,2025-01-15 15:01:44,P006,T-Shirt,Clothing,5,1319,6595,UPI,,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34,High
TXN006578,CUST0622,2024-11-09 19:20:29,P016,Mixer Grinder,Home & Kitchen,2,4040,8080,Debit Card,***********00.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006579,CUST0622,2025-12-23 16:22:54,P031,Novel,Books,3,620,1860,Debit Card,**************61.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006580,CUST0623,2025-01-11 19:46:40,P040,Board Game,Toys,2,1298,2596,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006581,CUST0623,2026-01-02 10:00:42,P006,T-Shirt,Clothing,4,339,1356,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006582,CUST0623,2024-12-08 03:49:14,P014,Sugar,Grocery,4,283,1132,Cash,,STR002,Mumbai,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN006583,CUST0623,2025-09-01 07:37:28,P039,Teddy Bear,Toys,4,1585,6340,Debit Card,*********53.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006584,CUST0624,2025-02-13 18:12:22,P019,Vacuum Cleaner,Home & Kitchen,1,14134,14134,UPI,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34,High
TXN006585,CUST0624,2025-07-03 14:39:01,P025,Running Shoes,Sports,3,9315,27945,Cash,,STR002,Mumbai,Cancelled,2026-07-02 17:20:57,75971a34,High
TXN006586,CUST0624,2025-04-11 09:48:54,P033,SQL Guide,Books,3,743,2229,Cash,,STR003,Bengaluru,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN006587,CUST0624,2025-03-19 18:47:57,P024,Dumbbells,Sports,3,9756,29268,UPI,,STR002,Mumbai,Returned,2026-07-02 17:20:57,75971a34,High
TXN006588,CUST0624,2025-02-09 05:25:11,P009,Hoodie,Clothing,3,3048,9144,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006589,CUST0624,2026-04-15 21:47:22,P017,Cookware Set,Home & Kitchen,1,4567,4567,Cash,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006590,CUST0624,2025-07-19 05:19:27,P008,Jacket,Clothing,2,3673,7346,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006591,CUST0624,2025-09-22 01:20:00,P004,Smartwatch,Electronics,5,3105,15525,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN006592,CUST0624,2025-03-29 02:26:23,P023,Yoga Mat,Sports,4,1693,6772,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN006593,CUST0624,2024-07-29 10:54:38,P007,Jeans,Clothing,2,2376,4752,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006594,CUST0624,2025-06-13 06:19:53,P037,Building Blocks,Toys,1,1273,1273,Credit Card,**************22.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006595,CUST0624,2025-09-28 11:06:40,P018,Water Bottle,Home & Kitchen,1,666,666,Credit Card,****************e+18,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006596,CUST0625,2025-09-02 21:35:31,P018,Water Bottle,Home & Kitchen,1,282,282,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006597,CUST0625,2025-12-20 13:17:14,P029,Sunscreen,Beauty,2,834,1668,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006598,CUST0625,2025-06-19 23:57:33,P024,Dumbbells,Sports,1,9253,9253,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006599,CUST0625,2026-04-01 13:25:56,P012,Wheat Flour,Grocery,3,155,465,Credit Card,**************20.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006600,CUST0625,2026-06-04 03:47:18,P025,Running Shoes,Sports,2,3433,6866,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006601,CUST0625,2025-08-12 23:54:25,P018,Water Bottle,Home & Kitchen,1,404,404,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006602,CUST0625,2024-07-08 00:23:41,P021,Cricket Bat,Sports,1,2014,2014,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006603,CUST0625,2025-02-05 03:53:14,P032,Python Programming,Books,2,991,1982,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006604,CUST0625,2025-12-01 05:32:00,P022,Football,Sports,1,1666,1666,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006605,CUST0625,2026-03-07 13:46:20,P021,Cricket Bat,Sports,2,3639,7278,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006606,CUST0626,2025-12-01 00:22:39,P013,Cooking Oil,Grocery,2,624,1248,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006607,CUST0626,2026-06-23 23:26:21,P007,Jeans,Clothing,2,3446,6892,Debit Card,*************32.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006608,CUST0626,2025-08-04 20:26:10,P022,Football,Sports,5,626,3130,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006609,CUST0626,2024-12-08 18:50:47,P007,Jeans,Clothing,5,2315,11575,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006610,CUST0626,2025-01-26 13:05:57,P018,Water Bottle,Home & Kitchen,4,515,2060,Credit Card,****************e+18,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006611,CUST0626,2025-12-13 14:35:22,P016,Mixer Grinder,Home & Kitchen,5,6610,33050,Debit Card,************89.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006612,CUST0626,2026-05-24 16:28:13,P011,Rice,Grocery,1,491,491,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006613,CUST0626,2026-05-26 23:47:18,P040,Board Game,Toys,1,2143,2143,Credit Card,*************17.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006614,CUST0626,2024-11-22 10:05:21,P019,Vacuum Cleaner,Home & Kitchen,1,17840,17840,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006615,CUST0626,2024-08-26 22:16:55,P014,Sugar,Grocery,1,198,198,Debit Card,***********21.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006616,CUST0626,2026-04-12 08:23:32,P010,Sneakers,Clothing,1,5217,5217,Cash,,STR009,Jaipur,Returned,2026-07-02 17:20:57,75971a34,High
TXN006617,CUST0626,2025-12-30 05:01:47,P026,Face Wash,Beauty,2,291,582,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006618,CUST0627,2025-03-20 05:48:37,P019,Vacuum Cleaner,Home & Kitchen,2,9162,18324,Credit Card,**********53.0,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34,High
TXN006619,CUST0627,2024-10-11 02:40:09,P023,Yoga Mat,Sports,2,2432,4864,Credit Card,**************59.0,STR008,Ahmedabad,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN006620,CUST0627,2026-02-10 16:04:29,P032,Python Programming,Books,3,1256,3768,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006621,CUST0627,2025-12-14 07:18:27,P004,Smartwatch,Electronics,3,14948,44844,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006622,CUST0627,2026-05-17 23:09:23,P036,Puzzle,Toys,2,1446,2892,UPI,,STR008,Ahmedabad,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN006623,CUST0627,2025-11-13 07:58:15,P009,Hoodie,Clothing,1,3370,3370,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006624,CUST0627,2025-06-06 13:10:19,P001,Laptop,Electronics,2,40634,81268,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006625,CUST0627,2025-03-10 20:58:59,P001,Laptop,Electronics,3,73361,220083,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN006626,CUST0627,2025-05-10 13:59:31,P015,Tea,Grocery,1,175,175,Debit Card,**********07.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006627,CUST0627,2025-06-04 18:35:13,P023,Yoga Mat,Sports,5,1390,6950,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006628,CUST0627,2026-01-03 00:30:30,P015,Tea,Grocery,4,122,488,Credit Card,************00.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006629,CUST0627,2025-10-08 02:24:50,P037,Building Blocks,Toys,3,1681,5043,Credit Card,*************35.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006630,CUST0627,2024-12-03 06:16:25,P034,Data Science Handbook,Books,3,1218,3654,Debit Card,*************43.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006631,CUST0627,2026-06-01 20:00:01,P010,Sneakers,Clothing,2,2648,5296,Credit Card,**************98.5,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006632,CUST0627,2024-11-27 01:50:21,P016,Mixer Grinder,Home & Kitchen,4,5998,23992,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006633,CUST0627,2025-07-31 08:41:35,P037,Building Blocks,Toys,2,3683,7366,Net Banking,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006634,CUST0627,2025-11-19 09:14:33,P010,Sneakers,Clothing,4,5631,22524,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006635,CUST0627,2025-05-08 15:42:07,P024,Dumbbells,Sports,5,6544,32720,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006636,CUST0627,2025-10-01 05:58:42,P024,Dumbbells,Sports,1,8242,8242,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006637,CUST0627,2026-01-16 05:37:56,P001,Laptop,Electronics,2,83484,166968,Net Banking,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006638,CUST0627,2024-08-15 10:00:39,P025,Running Shoes,Sports,4,2095,8380,Cash,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN006639,CUST0627,2026-06-18 02:12:41,P005,Headphones,Electronics,5,12420,62100,Debit Card,*************08.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN006640,CUST0627,2024-07-25 18:03:09,P031,Novel,Books,2,437,874,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006641,CUST0627,2025-11-26 11:24:23,P033,SQL Guide,Books,2,700,1400,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006642,CUST0627,2026-06-25 03:58:52,P027,Shampoo,Beauty,3,712,2136,Credit Card,*************23.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006643,CUST0627,2026-02-17 08:37:36,P039,Teddy Bear,Toys,1,1939,1939,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006644,CUST0627,2025-08-27 23:44:58,P005,Headphones,Electronics,5,13365,66825,Debit Card,************97.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006645,CUST0627,2025-12-01 11:17:06,P020,Dining Set,Home & Kitchen,2,8724,17448,Credit Card,*************19.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006646,CUST0627,2026-06-28 23:22:50,P022,Football,Sports,3,1066,3198,Debit Card,*****************e+18,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006647,CUST0627,2025-04-22 04:41:05,P023,Yoga Mat,Sports,1,773,773,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006648,CUST0627,2025-01-29 11:40:09,P008,Jacket,Clothing,4,3975,15900,Net Banking,,STR007,Pune,Cancelled,2026-07-02 17:20:57,75971a34,High
TXN006649,CUST0628,2026-03-07 21:58:17,P003,Tablet,Electronics,4,38245,152980,Debit Card,**************52.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN006650,CUST0628,2024-09-15 14:57:55,P014,Sugar,Grocery,2,76,152,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006651,CUST0628,2025-06-11 17:56:43,P016,Mixer Grinder,Home & Kitchen,3,5541,16623,Net Banking,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006652,CUST0628,2026-03-03 02:01:21,P009,Hoodie,Clothing,2,2045,4090,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006653,CUST0628,2024-11-12 04:31:30,P039,Teddy Bear,Toys,4,1867,7468,Debit Card,*****************e+18,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006654,CUST0629,2025-10-11 17:38:04,P014,Sugar,Grocery,5,221,1105,Debit Card,**************47.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006655,CUST0629,2026-03-18 03:47:29,P029,Sunscreen,Beauty,3,1373,4119,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006656,CUST0629,2025-04-29 12:58:17,P014,Sugar,Grocery,1,72,72,Credit Card,***********11.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006657,CUST0629,2026-06-04 16:24:25,P005,Headphones,Electronics,4,11511,46044,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006658,CUST0629,2024-07-31 05:30:59,P024,Dumbbells,Sports,3,4024,12072,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006659,CUST0629,2024-11-13 07:50:16,P023,Yoga Mat,Sports,5,1043,5215,Credit Card,**************47.0,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,High
TXN006660,CUST0629,2025-09-08 19:13:04,P034,Data Science Handbook,Books,4,754,3016,Net Banking,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006661,CUST0629,2026-02-03 02:49:59,P010,Sneakers,Clothing,2,4630,9260,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006662,CUST0629,2026-04-05 00:06:54,P006,T-Shirt,Clothing,3,765,2295,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006663,CUST0629,2026-01-28 21:14:56,P040,Board Game,Toys,4,2274,9096,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006664,CUST0630,2026-03-30 07:49:45,P002,Smartphone,Electronics,3,24998,74994,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006665,CUST0630,2026-02-16 14:53:44,P019,Vacuum Cleaner,Home & Kitchen,2,17454,34908,Debit Card,**************36.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN006666,CUST0630,2025-06-04 09:04:36,P011,Rice,Grocery,5,117,585,Credit Card,**************67.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006667,CUST0630,2025-12-28 09:14:30,P033,SQL Guide,Books,3,776,2328,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006668,CUST0630,2024-10-08 16:46:26,P017,Cookware Set,Home & Kitchen,5,10051,50255,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006669,CUST0630,2026-05-17 12:38:45,P003,Tablet,Electronics,3,44889,134667,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006670,CUST0630,2025-06-29 14:14:57,P036,Puzzle,Toys,5,1415,7075,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006671,CUST0631,2024-08-15 02:47:58,P018,Water Bottle,Home & Kitchen,1,552,552,Credit Card,*************09.0,STR002,Mumbai,Cancelled,2026-07-02 17:20:57,75971a34,Low
TXN006672,CUST0631,2024-08-26 13:04:45,P040,Board Game,Toys,3,2484,7452,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006673,CUST0631,2025-06-08 03:54:20,P031,Novel,Books,4,582,2328,Debit Card,*************17.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006674,CUST0631,2026-02-06 02:30:00,P003,Tablet,Electronics,4,39020,156080,Credit Card,**************61.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006675,CUST0631,2024-08-21 12:30:38,P036,Puzzle,Toys,1,1232,1232,Credit Card,**********22.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006676,CUST0631,2025-03-25 22:37:27,P001,Laptop,Electronics,4,68410,273640,UPI,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34,High
TXN006677,CUST0631,2026-05-09 19:02:05,P008,Jacket,Clothing,1,3834,3834,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006678,CUST0631,2025-05-12 06:56:01,P038,Toy Car,Toys,4,1129,4516,Debit Card,*************28.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006679,CUST0631,2026-05-29 18:05:32,P011,Rice,Grocery,4,295,1180,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006680,CUST0632,2024-07-28 12:55:56,P031,Novel,Books,4,572,2288,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006681,CUST0632,2026-03-24 20:19:39,P017,Cookware Set,Home & Kitchen,1,11692,11692,Debit Card,**************75.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006682,CUST0632,2024-10-02 08:23:50,P024,Dumbbells,Sports,4,2504,10016,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006683,CUST0632,2025-11-12 14:52:34,P040,Board Game,Toys,2,2288,4576,Debit Card,**************25.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006684,CUST0632,2025-01-18 20:11:23,P009,Hoodie,Clothing,3,864,2592,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006685,CUST0632,2026-01-20 23:23:37,P006,T-Shirt,Clothing,2,394,788,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006686,CUST0632,2024-07-11 20:51:18,P002,Smartphone,Electronics,1,53556,53556,Debit Card,**************94.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006687,CUST0632,2025-12-26 01:15:25,P032,Python Programming,Books,5,1247,6235,Debit Card,*************92.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006688,CUST0632,2025-07-13 22:09:27,P022,Football,Sports,1,2001,2001,Credit Card,**********95.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006689,CUST0632,2024-12-29 15:15:35,P030,Lipstick,Beauty,5,1654,8270,Debit Card,**************61.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN006690,CUST0632,2026-04-17 13:16:10,P039,Teddy Bear,Toys,5,2063,10315,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006691,CUST0632,2025-07-27 13:13:16,P011,Rice,Grocery,3,439,1317,Credit Card,**************06.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006692,CUST0632,2026-04-03 23:39:59,P017,Cookware Set,Home & Kitchen,4,4748,18992,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006693,CUST0632,2024-09-01 13:50:12,P009,Hoodie,Clothing,4,864,3456,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006694,CUST0632,2025-01-06 13:52:05,P016,Mixer Grinder,Home & Kitchen,4,7681,30724,Credit Card,**********38.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006695,CUST0632,2025-06-27 07:13:52,P013,Cooking Oil,Grocery,1,562,562,Credit Card,**************94.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006696,CUST0632,2025-09-28 06:30:06,P013,Cooking Oil,Grocery,5,357,1785,Debit Card,***********82.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006697,CUST0632,2025-06-18 15:25:49,P015,Tea,Grocery,3,125,375,Debit Card,******************e+18,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006698,CUST0632,2025-05-04 11:25:42,P021,Cricket Bat,Sports,2,3767,7534,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN006699,CUST0632,2025-10-02 21:07:35,P014,Sugar,Grocery,1,222,222,Net Banking,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006700,CUST0632,2024-10-02 12:54:02,P025,Running Shoes,Sports,4,2792,11168,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006701,CUST0633,2025-05-10 13:55:25,P022,Football,Sports,3,1737,5211,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN006702,CUST0633,2024-12-08 13:08:07,P012,Wheat Flour,Grocery,5,159,795,Debit Card,***********29.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006703,CUST0633,2025-08-19 17:59:23,P026,Face Wash,Beauty,3,743,2229,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006704,CUST0633,2025-08-30 02:49:46,P034,Data Science Handbook,Books,2,848,1696,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006705,CUST0633,2026-05-30 16:18:59,P016,Mixer Grinder,Home & Kitchen,4,3571,14284,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006706,CUST0633,2024-08-12 19:38:51,P007,Jeans,Clothing,5,3052,15260,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN006707,CUST0633,2026-02-26 10:51:17,P038,Toy Car,Toys,4,1998,7992,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006708,CUST0633,2024-07-17 17:23:08,P025,Running Shoes,Sports,4,8019,32076,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006709,CUST0633,2025-03-15 07:40:35,P030,Lipstick,Beauty,1,1287,1287,Credit Card,**************60.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006710,CUST0633,2026-04-27 12:49:41,P023,Yoga Mat,Sports,4,1269,5076,Credit Card,**********97.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006711,CUST0634,2025-11-30 19:42:33,P014,Sugar,Grocery,4,99,396,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006712,CUST0634,2026-06-28 04:43:44,P029,Sunscreen,Beauty,2,1892,3784,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006713,CUST0634,2025-06-13 07:33:21,P005,Headphones,Electronics,3,14792,44376,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN006714,CUST0634,2026-01-20 10:32:13,P032,Python Programming,Books,5,1247,6235,Credit Card,**************74.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN006715,CUST0634,2024-08-21 05:13:54,P018,Water Bottle,Home & Kitchen,1,224,224,Debit Card,**************08.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006716,CUST0634,2025-06-30 08:11:34,P026,Face Wash,Beauty,5,787,3935,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006717,CUST0634,2024-09-07 11:29:00,P007,Jeans,Clothing,2,2740,5480,Credit Card,*************29.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN006718,CUST0634,2025-02-10 05:50:41,P006,T-Shirt,Clothing,4,956,3824,Credit Card,**************96.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006719,CUST0634,2024-07-17 09:22:00,P033,SQL Guide,Books,5,864,4320,UPI,,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN006720,CUST0634,2025-02-28 06:52:22,P005,Headphones,Electronics,3,12896,38688,Credit Card,*************92.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN006721,CUST0634,2024-08-13 03:16:07,P001,Laptop,Electronics,2,87688,175376,Cash,,STR003,Bengaluru,Returned,2026-07-02 17:20:57,75971a34,High
TXN006722,CUST0634,2025-03-08 10:53:54,P022,Football,Sports,3,1419,4257,Credit Card,*************09.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006723,CUST0634,2024-12-07 01:04:17,P018,Water Bottle,Home & Kitchen,2,204,408,Credit Card,************08.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN006724,CUST0634,2025-03-25 09:26:07,P019,Vacuum Cleaner,Home & Kitchen,4,5551,22204,UPI,,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34,High
TXN006725,CUST0634,2026-01-16 01:29:33,P029,Sunscreen,Beauty,5,648,3240,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006726,CUST0634,2026-01-27 19:22:15,P016,Mixer Grinder,Home & Kitchen,1,4513,4513,Credit Card,***********99.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN006727,CUST0634,2026-03-22 17:47:28,P014,Sugar,Grocery,2,188,376,Credit Card,*************34.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Low
